record_id,label_raw,label_name,source_db,source_path,quality_score,fixed_rms,crest_factor_db,zero_ratio,was_repeated_to_15s,drift_ratio_0_20,very_low_ratio_20_80,s1s2_low_ratio_20_150,cardiac_mid_ratio_150_500,murmur_like_ratio_200_600,high_cardiac_ratio_300_800,broadband_ratio_500_1000,hf_noise_ratio_700_1800,very_hf_noise_ratio_1000_1800,low_to_mid_ratio_db,high_to_heart_ratio_db,spectral_centroid_hz_ac,spectral_bandwidth_hz_ac,spectral_rolloff85_hz_ac,spectral_flatness_20_1800_ac,spectral_contrast_mean,spectral_contrast_std,zcr_mean,zcr_std,seg_rms_min,seg_rms_p10,seg_rms_median,seg_rms_mean,seg_rms_std,seg_rms_cv,seg_peak_max,seg_peak_median,env_period_sec,env_period_hz,env_autocorr_peak,env_autocorr_peak_norm,cluster_id,cluster_acoustic_profile,cluster_size,usable_for_5train_3val
c0026,1,abnormal,training-c,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-c/c0026.wav,0.5832561728395061,0.14361858856182638,14.577726948749802,0.025733333333333334,False,0.3377645088300638,0.6049508643575418,0.6514274951323812,0.013130447724499837,0.004321889149943549,0.0003189075644309152,3.781397192751487e-05,8.786953680299111e-06,4.144696545573631e-15,16.955865501066345,-41.541383101767366,33.34559534937299,29.71274781757879,49.266666666666666,5.450323215296874e-08,26.14845873172019,16.251981524301453,0.019602045575692964,0.006510587001215907,0.1197910557861243,0.1253005217143002,0.14018036768351227,0.1417630060260244,0.013222551256330397,0.09327222677950141,0.769302248954773,0.6899369955062866,0.736,1.358695652173913,0.5048644395414607,0.5048644395414607,0,clean_periodic_abnormal,308,True
c0027,1,abnormal,training-c,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-c/c0027.wav,0.5801512345679013,0.14355902820941596,15.990742010628258,0.03625,False,0.21779497077037052,0.7756150227653457,0.780288777266364,0.0025015767778762076,0.001679956284945903,0.0004088235850231408,2.61669039908557e-05,7.70415361331279e-06,4.413654412193603e-15,24.940415238916408,-43.63816707962826,29.334273262656662,16.387198665608203,37.333333333333336,3.415597936395455e-08,26.128752098832805,15.759215663124177,0.015191897654584221,0.004618449998505544,0.11543491446075435,0.12150447106013781,0.13967089990703918,0.14013703827710783,0.016249752253715822,0.11595615578793557,0.9048312902450562,0.7221280336380005,0.96,1.0416666666666667,0.44785479426679337,0.44785479426679337,0,clean_periodic_abnormal,308,True
a0043,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0043.wav,0.5740123456790124,0.07708753894160804,19.443649307625755,0.1079,False,0.040985547953133576,0.8591564961285737,0.953360481296103,0.005586113678366231,0.0011015023297604519,0.00029124589249066344,8.793981831433921e-05,4.5687062257836654e-05,4.355297696066796e-15,22.321473761651784,-38.55900591180579,50.30595747802023,25.94917317061484,70.86666666666666,8.773222569426647e-08,26.2054697543972,18.225063780597914,0.020472414712153518,0.0039006197230763997,0.06486670875289806,0.0671747833349263,0.07646499172638146,0.07656806289213973,0.006643674347424322,0.08676821755444361,0.7230471968650818,0.6164523959159851,0.848,1.179245283018868,0.5738286988778565,0.5738286988778565,0,clean_periodic_abnormal,308,True
a0390,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0390.wav,0.5713024691358025,0.07641578939587944,19.397366775736145,0.07696666666666667,False,0.10368975206830969,0.790762587453113,0.8915626151224062,0.005930148399785467,0.0006577250856525431,0.00010111636744243779,3.0440655872881803e-05,1.6491513758284706e-05,4.5349420637163505e-15,21.77086287855009,-42.81560323838437,52.271965434152314,27.663552877523777,74.46666666666667,6.072408202010991e-08,25.75577178664198,17.44348639338683,0.016745235874200428,0.004066132809065125,0.06648343834322311,0.0700453584956012,0.07595276836975834,0.07626368244430654,0.005002445406946904,0.06559407099231876,0.7129374742507935,0.6859996914863586,0.784,1.2755102040816326,0.8415317687725603,0.8415317687725603,0,clean_periodic_abnormal,308,True
a0167,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0167.wav,0.571179012345679,0.09238914490156276,18.318723109244594,0.09353333333333333,False,0.05867226803297771,0.9162769236926871,0.9402701372829771,0.0010377018189860578,0.00021105657159482612,3.556077789555504e-05,3.358344407052751e-05,2.7838135650572176e-05,4.711722423562412e-15,29.571800652471797,-41.85410693448369,37.645116575442785,16.00590906964736,43.86666666666667,3.3138367345392186e-08,27.04888943574593,18.15701661364391,0.017877965085287845,0.003385251186755327,0.07772110583523566,0.0816809546120145,0.08972551781938622,0.09161712130870303,0.009209952719132655,0.10052654544828091,0.7613022327423096,0.5615831613540649,0.864,1.1574074074074074,0.4633736890761077,0.4633736890761077,0,clean_periodic_abnormal,308,True
a0045,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0045.wav,0.5695925925925927,0.0729856845072159,21.410871211936847,0.14906666666666665,False,0.027453293339936492,0.3928604677158221,0.9560474124529237,0.016504510086270952,0.0033624602549183888,0.0006338651817986678,0.00016717260114255532,8.155001982723648e-05,4.281901450151597e-15,17.62876792988045,-35.92197511168646,78.84662328809601,30.77899145200083,99.13333333333333,1.265988300483518e-07,27.29950359609043,19.259989446025504,0.03131246668443497,0.010598603305104846,0.05478847164114795,0.0643846015546055,0.07123860164075378,0.07199289684580082,0.007093099397911506,0.09852498925347428,0.8585809469223022,0.8341863751411438,1.088,0.9191176470588235,0.8650511953014516,0.8650511953014516,0,clean_periodic_abnormal,308,True
a0380,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0380.wav,0.5686574074074074,0.08311050913650364,18.09347335429521,0.06346666666666667,False,0.09866152041118967,0.7530314075621919,0.8794498315838132,0.021630337786980258,0.010840406885132315,0.004979166737615658,0.0007028052077001833,0.00017673840420712829,4.3766788359852314e-15,16.0914776848455,-30.105060533177387,52.94122569110073,42.54201028469114,79.73333333333333,2.215794414893263e-07,26.550238650721205,18.938087100545026,0.0275436433901919,0.012717824567948576,0.07585335311226285,0.07836972277283838,0.08295005336360527,0.08370863531699396,0.004610129636604925,0.05507352513440935,0.6673130393028259,0.5787668228149414,0.96,1.0416666666666667,0.6311379957989012,0.6311379957989012,0,clean_periodic_abnormal,308,True
e00824,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00824.wav,0.567212962962963,0.14800879550385782,15.70122045889127,0.17921666666666666,False,0.13674213203834315,0.8393948440922945,0.8596972951716251,0.004574335327520483,0.0037145031670505757,0.0029804176768806027,0.001699097172396749,0.0007340848990673112,4.834815191374493e-15,22.74017562386549,-25.504756498567748,36.63098567532323,36.70481116108357,52.06666666666666,1.5540531856394085e-07,27.243358712018885,20.38710790226826,0.08362831489872068,0.02030751869481899,0.12754580410237892,0.13399830602135065,0.14455703950828086,0.14471535603804658,0.00902118829199774,0.062337463920499665,0.9022949934005737,0.8527710437774658,0.56,1.7857142857142856,0.5416753783989896,0.5416753783989896,0,clean_periodic_abnormal,308,True
e01922,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01922.wav,0.5657098765432099,0.12824314283882698,17.677970367883894,0.0719,False,0.13269720258409828,0.8479370495571039,0.8624289886443245,0.004794990640513339,0.0022955102946047834,0.0003851969338705602,0.0001445151312850931,7.06715643164621e-05,4.133535782751813e-15,22.54935582142113,-36.05315861276756,33.89149531097147,20.78311211264679,42.2,6.971129778452646e-08,26.616642198074988,18.933552669229915,0.01812783182302772,0.005382466632942456,0.09233655789074251,0.11032566766535866,0.12800658703321297,0.12633325887299038,0.014139119958810963,0.11191922122292323,0.9815957546234131,0.851710319519043,0.8,1.25,0.5402689257528105,0.5402689257528105,0,clean_periodic_abnormal,308,True
e00841,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00841.wav,0.565179012345679,0.12563205492574442,17.09081552034364,0.06813333333333334,False,0.14339462020264535,0.8470708287127957,0.8556770456682842,0.0009697518603997081,0.0004160499369412699,0.000208173965443192,0.00012380470735907687,6.309418651317066e-05,4.3594642081921865e-15,29.45649260356739,-36.61195064573561,29.642115213261814,15.889137139999168,38.53333333333333,5.418572765857745e-08,26.77328678128805,18.700599681590752,0.029467617270788914,0.014314861310211749,0.092148351271355,0.10791792822382339,0.12550703651882042,0.1241275815091827,0.012847263375033799,0.1035004727271943,0.8987548351287842,0.6979956030845642,0.624,1.6025641025641026,0.1917861350486711,0.1917861350486711,0,clean_periodic_abnormal,308,True
a0005,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0005.wav,0.563108024691358,0.08303886884128034,18.740456931290744,0.10473333333333333,False,0.04076901342375361,0.933608176800536,0.9585981659156636,0.0010062892999098535,0.0005019387952740086,0.0002198566496043324,3.641637072674714e-05,1.4274265700722921e-05,4.3725140014159996e-15,29.78913738953679,-42.77164511745363,39.0359340111771,15.67890595248583,48.6,5.457501756685031e-08,26.36590933702919,16.678716099475768,0.017965418443496802,0.004782509085168071,0.0619467289833677,0.07063567042947867,0.08169333250088351,0.08177579492681405,0.009265280502070424,0.11330101405962932,0.7182973623275757,0.5684612989425659,0.672,1.488095238095238,0.4658859132338072,0.4658859132338072,0,clean_periodic_abnormal,308,True
e01215,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01215.wav,0.5629444444444444,0.11265593351684525,18.60463439226465,0.13831666666666667,False,0.30722627534676655,0.6429885121352961,0.6880264085045681,0.005906813032749215,0.0024558041484747106,0.0006321315770658751,0.0001858596421923825,7.850287590357348e-05,4.038465958392019e-15,20.662518836391452,-34.19117799569915,31.858065796125892,27.39683529367637,51.0,1.1532512131812309e-07,26.231899305397963,18.621060694275343,0.04462203491471215,0.020862042159851896,0.10155387225989539,0.10534692497957515,0.11201141149095616,0.11184056955603411,0.0051666215959827975,0.04619630972797038,0.9593692421913147,0.8532522320747375,0.41600000000000004,2.4038461538461537,0.8169762782566433,0.8169762782566433,0,clean_periodic_abnormal,308,True
e00456,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00456.wav,0.5603055555555555,0.14396174124905523,17.022447427148194,0.15735,False,0.17852797060298461,0.8064853696412714,0.8210159248302448,0.0011598271171801458,0.0007936043967507951,0.0006085659437069695,0.00035641218937444355,0.00015026294289261828,4.0939873019751726e-15,28.499583224973723,-32.1023507464522,33.98660798930786,21.325612457117373,46.06666666666666,7.517683744976563e-08,26.61781793870471,19.558347066765286,0.06402835154584222,0.025769851511227494,0.12970571943481585,0.13150839897646752,0.143344862220843,0.1443711781481216,0.010504232691085871,0.07275851605943752,1.021808385848999,0.9218825101852417,0.8,1.25,0.6313816657171696,0.6313816657171696,0,clean_periodic_abnormal,308,True
e00461,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00461.wav,0.5545108024691359,0.14932180712263865,16.825985699021857,0.01305,False,0.23481605654518004,0.7518310881511877,0.762810602844817,0.0028321372959105575,0.0017816484212666921,0.0012459625714551943,0.0006867455819938589,0.0002923624985116458,4.637243961689657e-15,24.303024177942127,-28.931955340948722,31.112455867357436,26.004317270885124,40.86666666666667,1.1285986676705298e-07,26.413921046670726,20.111507399643518,0.0144527085554371,0.002827313568306944,0.12411450364898441,0.13567142358231274,0.14693309320781056,0.14786009158448565,0.012418833085074835,0.08399043273674563,1.0361497402191162,0.8602859377861023,0.896,1.1160714285714286,0.6673731354328565,0.6673731354328565,0,clean_periodic_abnormal,308,True
e00713,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00713.wav,0.5510154320987655,0.14761378614944326,14.374925116779913,0.05636666666666667,False,0.3524913277567362,0.5995330702823696,0.6402399800219071,0.007223625812833131,0.0026690905706727454,0.0008508490594789438,0.0004775588429204693,0.00023796425874720678,4.559572370745518e-15,19.475875491016033,-29.56591701459144,31.785036918333596,29.554911305671297,43.266666666666666,1.3017825741113912e-07,26.8545306759067,19.708019637434052,0.03845657316098081,0.013802464344329923,0.12366035944670754,0.12953029150103768,0.14798229829746065,0.146893094788375,0.010544410874602658,0.0717828900168209,0.7724549770355225,0.6446131467819214,0.928,1.0775862068965516,0.5235257534759638,0.5235257534759638,0,clean_periodic_abnormal,308,True
e01376,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01376.wav,0.5482438271604939,0.13199095833042007,17.450421655444895,0.13881666666666667,False,0.15039872238198385,0.840135516513022,0.8492798735340762,0.0038321154980755522,0.001641754715472734,0.0007426100499673428,0.00037734128945204025,0.00015867080444232598,4.3907241391364124e-15,23.456122421519506,-32.018314565953204,30.430478547773575,21.689550529710335,36.666666666666664,8.754645904303105e-08,26.88852276564102,19.51681208048377,0.043874516924307036,0.01348962100348458,0.11403845913591942,0.11668861949096657,0.12859248797369902,0.1319622371734974,0.011955776735060526,0.09059998513272903,0.984158992767334,0.8287698030471802,0.912,1.0964912280701753,0.6483694981362271,0.6483694981362271,0,clean_periodic_abnormal,308,True
e00605,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00605.wav,0.547695987654321,0.12631191696911295,18.06918942221318,0.018616666666666667,False,0.16166186750013842,0.7970215886779977,0.8342152962074665,0.005194152429339694,0.0028774714904948773,0.0012617117118552666,0.0005563749359916728,0.00021968349595104318,4.349554158797019e-15,22.057634583932174,-30.34079431526186,33.89877911122879,28.481866194698267,46.93333333333333,1.2812283537891106e-07,26.3421788469393,19.846098056252607,0.016491204690831558,0.005544664958577549,0.10494830069724763,0.1111899451511755,0.1232994623455316,0.12433332180556683,0.01226780406951214,0.09866867450730332,1.0113554000854492,0.8866376876831055,0.464,2.155172413793103,0.696597644135432,0.696597644135432,0,clean_periodic_abnormal,308,True
e01382,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01382.wav,0.5457901234567901,0.1285812039397779,17.64580491070491,0.05703333333333333,False,0.2069987010590939,0.7886329323830211,0.7935913732458907,0.0008185431390536521,0.0004245894790099377,0.00023995032298032906,0.00013912208369837442,7.016497040752288e-05,3.951319217565025e-15,29.865553655217887,-35.793022917268885,28.190769345445077,15.146673253358781,36.4,5.862712618552722e-08,26.84395078529876,18.92440843721577,0.01535222881130064,0.0029851770514148813,0.10205766515372355,0.10618816941211359,0.12649859240596115,0.12556682783627177,0.012932921697665726,0.10299632403097336,0.9805454611778259,0.8046114444732666,0.8,1.25,0.760168330597618,0.760168330597618,0,clean_periodic_abnormal,308,True
e01697,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01697.wav,0.5426358024691358,0.14826996309110582,16.456487843310377,0.06088333333333333,False,0.26923581918290407,0.6888141264948402,0.7319163059347888,0.002901062510450711,0.0006300683529875516,0.0002131709484026969,0.00010465618156577969,5.269966203159749e-05,4.540840248081431e-15,24.019043358235777,-36.692965373243574,32.61239814306169,23.076124931194755,47.2,5.3393641355145526e-08,26.464174240103773,18.57793118629018,0.0271501032782516,0.011034967248461884,0.11327816755814132,0.12050910459887006,0.1491902112568234,0.14833316505359165,0.017569792149286192,0.11844817125754406,0.9860014915466309,0.949225902557373,0.448,2.232142857142857,0.276977390681422,0.276977390681422,0,clean_periodic_abnormal,308,True
e01867,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01867.wav,0.5398179012345679,0.12420762448546073,17.539203632554173,0.010866666666666667,False,0.2728914503522412,0.7143799007302091,0.7241740909594735,0.0027208005088899673,0.001653918098440067,0.0014103407950461734,0.0008147638457155719,0.00034327694852208276,5.591509871482113e-15,24.251462826931423,-27.977477581693716,29.79207364585037,27.061862819429813,40.4,1.3846636875342207e-07,27.33766983769056,20.07822385677735,0.01421949960021322,0.0029110681359807208,0.11067332421506804,0.11383420308712483,0.12392521160716144,0.125622794706012,0.009907007268989501,0.07886313375122725,0.9356392621994019,0.8750499486923218,0.352,2.8409090909090913,0.0655965410762395,0.0655965410762395,0,clean_periodic_abnormal,308,True
a0163,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0163.wav,0.5394537037037037,0.1104353054651898,19.140406694886288,0.16348333333333334,False,0.08932452972324226,0.8840956103276704,0.9065649558959413,0.00440705499483067,0.0013426736410977083,0.00040734074353308445,0.00010691318196123693,2.2022034151248924e-05,4.3078071053124795e-15,23.132504569687097,-38.4913348118933,38.051240697052044,20.53475540906665,54.333333333333336,6.935882154177936e-08,25.526820989896596,16.5231161449768,0.0218758328891258,0.004585063147966225,0.06866946460933797,0.09487392157310422,0.10778488249866108,0.10806714432669831,0.013369139725962688,0.123711418460131,1.0002954006195068,0.9185099601745605,0.8320000000000001,1.2019230769230769,0.26580475428578476,0.26580475428578476,0,clean_periodic_abnormal,308,True
a0369,1,abnormal,training-a,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-a/a0369.wav,0.5383858024691357,0.10458914084074726,17.226821154341323,0.050916666666666666,False,0.243370899631044,0.7377323089521849,0.7591544160284105,0.002340276553705453,0.000554926135050312,0.00012053718179577617,1.0685843119222663e-05,5.978205664922904e-06,4.134615607521714e-15,25.110629410582078,-46.598863524211765,32.90176457052983,19.262825607716884,45.53333333333333,3.459303452346266e-08,26.2600025924257,17.043217636827627,0.013990455090618336,0.0028287255583104576,0.08213960701691296,0.09140897225880151,0.10593074627966566,0.10407776186334675,0.009881006839920513,0.09493869442927035,0.7600246071815491,0.6431301832199097,0.8160000000000001,1.2254901960784312,0.2732312838100114,0.2732312838100114,0,clean_periodic_abnormal,308,True
e01638,1,abnormal,training-e,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01638.wav,0.537182098765432,0.13482835964567474,17.38254640881573,0.17221666666666666,False,0.151658207432932,0.8369150308583448,0.8473799271902204,0.0010027161583995663,0.000526181272317052,0.0003988370488488344,0.0002644180078217244,0.00012117542520087443,4.227918018981643e-15,29.269001586886244,-33.4246214601708,31.94404580565857,18.697273135025828,41.46666666666667,6.519002650992461e-08,26.538314982165296,19.541104877019823,0.03677830157249467,0.017116109899904464,0.09491968098188706,0.11938922454601315,0.134235079144154,0.13450018193974408,0.014452173982604257,0.10745096224727574,0.9974900484085083,0.9068719148635864,0.752,1.3297872340425532,0.5725331080436739,0.5725331080436739,0,clean_periodic_abnormal,308,True
