source_id,original_source_id,target_class,source_path,source_kind,selection_origin,selected_id,split,output_file,output_path,fixed_rms_after_write,was_repeated_to_15s_after_write,modality,source_name,ranking_index,similarity_label,frac_inside_selected_icbhi_p95,median_centroid_dist,file_type,location,condition_group,has_any_adventitious,has_wheeze,has_rhonchi,has_stridor,has_crackle
HS_e01891,e01891,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01891.wav,hs,hs_quality_csv,11,val,hs_physionet_011_e01891.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_011_e01891.wav,0.1418186418890977,False,HS,,,,,,,,,,,,,
HS_e01903,e01903,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01903.wav,hs,hs_quality_csv,12,val,hs_physionet_012_e01903.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_012_e01903.wav,0.12083443942936438,False,HS,,,,,,,,,,,,,
HS_e01052,e01052,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01052.wav,hs,hs_quality_csv,13,val,hs_physionet_013_e01052.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_013_e01052.wav,0.1516134368059953,False,HS,,,,,,,,,,,,,
HS_e00735,e00735,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00735.wav,hs,hs_quality_csv,14,val,hs_physionet_014_e00735.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_014_e00735.wav,0.15209248402483933,False,HS,,,,,,,,,,,,,
HS_e01934,e01934,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01934.wav,hs,hs_quality_csv,15,val,hs_physionet_015_e01934.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_015_e01934.wav,0.12315613164270561,False,HS,,,,,,,,,,,,,
HS_e00868,e00868,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00868.wav,hs,hs_quality_csv,16,val,hs_physionet_016_e00868.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_016_e00868.wav,0.11141077189614434,False,HS,,,,,,,,,,,,,
HS_e00546,e00546,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00546.wav,hs,hs_quality_csv,17,val,hs_physionet_017_e00546.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_017_e00546.wav,0.11005070245342821,False,HS,,,,,,,,,,,,,
HS_e00293,e00293,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00293.wav,hs,hs_quality_csv,18,val,hs_physionet_018_e00293.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_018_e00293.wav,0.15525297006375943,False,HS,,,,,,,,,,,,,
HS_e01625,e01625,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01625.wav,hs,hs_quality_csv,19,val,hs_physionet_019_e01625.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_019_e01625.wav,0.15513273933543015,False,HS,,,,,,,,,,,,,
HS_e01707,e01707,unknown,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01707.wav,hs,hs_quality_csv,20,val,hs_physionet_020_e01707.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/HS_PHYSIONET/hs_physionet_020_e01707.wav,0.15913142792910642,False,HS,,,,,,,,,,,,,
LS_HFLUNG_trunc_2019-07-17-11-39-08-L8_2,trunc_2019-07-17-11-39-08-L8_2,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-17-11-39-08-L8_2.wav,ls,hflung_similarity_audit,1,val,ls_hflung_001_trunc_2019-07-17-11-39-08-L8_2.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_001_trunc_2019-07-17-11-39-08-L8_2.wav,0.031094230824199452,False,LS,trunc_2019-07-17-11-39-08-L8_2.wav,0.0,close_to_selected_ICBHI,1.0,1.031208909285808,trunc,L8,unknown,,,,,
LS_HFLUNG_trunc_2019-05-28-15-15-48-L8_2,trunc_2019-05-28-15-15-48-L8_2,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-28-15-15-48-L8_2.wav,ls,hflung_similarity_audit,2,val,ls_hflung_002_trunc_2019-05-28-15-15-48-L8_2.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_002_trunc_2019-05-28-15-15-48-L8_2.wav,0.017746505707077132,False,LS,trunc_2019-05-28-15-15-48-L8_2.wav,1.0,close_to_selected_ICBHI,1.0,1.4850614449492223,trunc,L8,unknown,,,,,
LS_HFLUNG_trunc_2019-07-31-11-20-43-L2_4,trunc_2019-07-31-11-20-43-L2_4,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-31-11-20-43-L2_4.wav,ls,hflung_similarity_audit,3,val,ls_hflung_003_trunc_2019-07-31-11-20-43-L2_4.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_003_trunc_2019-07-31-11-20-43-L2_4.wav,0.02342095356027686,False,LS,trunc_2019-07-31-11-20-43-L2_4.wav,2.0,close_to_selected_ICBHI,1.0,1.5956737734439028,trunc,L2,unknown,,,,,
LS_HFLUNG_trunc_2019-07-16-10-41-27-L1_8,trunc_2019-07-16-10-41-27-L1_8,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-16-10-41-27-L1_8.wav,ls,hflung_similarity_audit,4,val,ls_hflung_004_trunc_2019-07-16-10-41-27-L1_8.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_004_trunc_2019-07-16-10-41-27-L1_8.wav,0.16789371576878104,False,LS,trunc_2019-07-16-10-41-27-L1_8.wav,3.0,close_to_selected_ICBHI,1.0,1.6910941239761432,trunc,L1,unknown,,,,,
LS_HFLUNG_trunc_2019-07-16-10-41-27-L5_4,trunc_2019-07-16-10-41-27-L5_4,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-16-10-41-27-L5_4.wav,ls,hflung_similarity_audit,5,val,ls_hflung_005_trunc_2019-07-16-10-41-27-L5_4.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_005_trunc_2019-07-16-10-41-27-L5_4.wav,0.19850227454847472,False,LS,trunc_2019-07-16-10-41-27-L5_4.wav,5.0,close_to_selected_ICBHI,1.0,1.7811286363416574,trunc,L5,unknown,,,,,
LS_HFLUNG_trunc_2019-06-13-11-32-14-L6_3,trunc_2019-06-13-11-32-14-L6_3,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-06-13-11-32-14-L6_3.wav,ls,hflung_similarity_audit,6,val,ls_hflung_006_trunc_2019-06-13-11-32-14-L6_3.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_006_trunc_2019-06-13-11-32-14-L6_3.wav,0.017011273309197154,False,LS,trunc_2019-06-13-11-32-14-L6_3.wav,9.0,close_to_selected_ICBHI,1.0,1.988770614724795,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-06-30-11-13-23-L8_5,trunc_2019-06-30-11-13-23-L8_5,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-06-30-11-13-23-L8_5.wav,ls,hflung_similarity_audit,7,val,ls_hflung_007_trunc_2019-06-30-11-13-23-L8_5.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_007_trunc_2019-06-30-11-13-23-L8_5.wav,0.04373233075909434,False,LS,trunc_2019-06-30-11-13-23-L8_5.wav,10.0,close_to_selected_ICBHI,1.0,1.993878133712567,trunc,L8,unknown,,,,,
LS_HFLUNG_trunc_2019-07-28-11-08-24-L6_12,trunc_2019-07-28-11-08-24-L6_12,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-28-11-08-24-L6_12.wav,ls,hflung_similarity_audit,8,val,ls_hflung_008_trunc_2019-07-28-11-08-24-L6_12.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_008_trunc_2019-07-28-11-08-24-L6_12.wav,0.03074869021253255,False,LS,trunc_2019-07-28-11-08-24-L6_12.wav,11.0,close_to_selected_ICBHI,1.0,2.061446913686289,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-07-31-11-20-43-L6_11,trunc_2019-07-31-11-20-43-L6_11,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-31-11-20-43-L6_11.wav,ls,hflung_similarity_audit,9,val,ls_hflung_009_trunc_2019-07-31-11-20-43-L6_11.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_009_trunc_2019-07-31-11-20-43-L6_11.wav,0.06643720708380384,False,LS,trunc_2019-07-31-11-20-43-L6_11.wav,12.0,close_to_selected_ICBHI,1.0,2.0937529164213067,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-07-17-10-04-39-L8_9,trunc_2019-07-17-10-04-39-L8_9,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-17-10-04-39-L8_9.wav,ls,hflung_similarity_audit,10,val,ls_hflung_010_trunc_2019-07-17-10-04-39-L8_9.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_010_trunc_2019-07-17-10-04-39-L8_9.wav,0.01270490207621208,False,LS,trunc_2019-07-17-10-04-39-L8_9.wav,13.0,close_to_selected_ICBHI,1.0,2.096751863354062,trunc,L8,unknown,,,,,
LS_HFLUNG_trunc_2019-07-31-09-49-13-L2_8,trunc_2019-07-31-09-49-13-L2_8,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-31-09-49-13-L2_8.wav,ls,hflung_similarity_audit,11,val,ls_hflung_011_trunc_2019-07-31-09-49-13-L2_8.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_011_trunc_2019-07-31-09-49-13-L2_8.wav,0.025367407161507087,False,LS,trunc_2019-07-31-09-49-13-L2_8.wav,14.0,close_to_selected_ICBHI,1.0,2.1108282965293204,trunc,L2,unknown,,,,,
LS_HFLUNG_trunc_2019-05-28-15-15-48-L5_5,trunc_2019-05-28-15-15-48-L5_5,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-28-15-15-48-L5_5.wav,ls,hflung_similarity_audit,12,val,ls_hflung_012_trunc_2019-05-28-15-15-48-L5_5.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_012_trunc_2019-05-28-15-15-48-L5_5.wav,0.05026596721594848,False,LS,trunc_2019-05-28-15-15-48-L5_5.wav,15.0,close_to_selected_ICBHI,1.0,2.1296079874794365,trunc,L5,unknown,,,,,
LS_HFLUNG_trunc_2019-06-13-11-32-14-L6_13,trunc_2019-06-13-11-32-14-L6_13,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-06-13-11-32-14-L6_13.wav,ls,hflung_similarity_audit,13,val,ls_hflung_013_trunc_2019-06-13-11-32-14-L6_13.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_013_trunc_2019-06-13-11-32-14-L6_13.wav,0.021578289107517523,False,LS,trunc_2019-06-13-11-32-14-L6_13.wav,16.0,close_to_selected_ICBHI,1.0,2.1359620117535005,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-05-28-15-15-48-L5_2,trunc_2019-05-28-15-15-48-L5_2,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-28-15-15-48-L5_2.wav,ls,hflung_similarity_audit,14,val,ls_hflung_014_trunc_2019-05-28-15-15-48-L5_2.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_014_trunc_2019-05-28-15-15-48-L5_2.wav,0.04504749971091192,False,LS,trunc_2019-05-28-15-15-48-L5_2.wav,17.0,close_to_selected_ICBHI,1.0,2.1815460222756764,trunc,L5,unknown,,,,,
LS_HFLUNG_trunc_2019-06-26-11-32-30-L8_12,trunc_2019-06-26-11-32-30-L8_12,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-06-26-11-32-30-L8_12.wav,ls,hflung_similarity_audit,15,val,ls_hflung_015_trunc_2019-06-26-11-32-30-L8_12.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_015_trunc_2019-06-26-11-32-30-L8_12.wav,0.02780708279047219,False,LS,trunc_2019-06-26-11-32-30-L8_12.wav,18.0,close_to_selected_ICBHI,1.0,2.2105958889665938,trunc,L8,unknown,,,,,
LS_HFLUNG_trunc_2019-05-28-14-44-45-L6_14,trunc_2019-05-28-14-44-45-L6_14,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-28-14-44-45-L6_14.wav,ls,hflung_similarity_audit,16,val,ls_hflung_016_trunc_2019-05-28-14-44-45-L6_14.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_016_trunc_2019-05-28-14-44-45-L6_14.wav,0.02411089702146719,False,LS,trunc_2019-05-28-14-44-45-L6_14.wav,19.0,close_to_selected_ICBHI,1.0,2.2130488783801257,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-05-28-15-15-48-L6_2,trunc_2019-05-28-15-15-48-L6_2,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-28-15-15-48-L6_2.wav,ls,hflung_similarity_audit,17,val,ls_hflung_017_trunc_2019-05-28-15-15-48-L6_2.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_017_trunc_2019-05-28-15-15-48-L6_2.wav,0.01269698793715991,False,LS,trunc_2019-05-28-15-15-48-L6_2.wav,20.0,close_to_selected_ICBHI,1.0,2.2144380107132564,trunc,L6,unknown,,,,,
LS_HFLUNG_trunc_2019-07-16-11-46-52-L5_11,trunc_2019-07-16-11-46-52-L5_11,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-07-16-11-46-52-L5_11.wav,ls,hflung_similarity_audit,18,val,ls_hflung_018_trunc_2019-07-16-11-46-52-L5_11.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_018_trunc_2019-07-16-11-46-52-L5_11.wav,0.12090051173977649,False,LS,trunc_2019-07-16-11-46-52-L5_11.wav,21.0,close_to_selected_ICBHI,1.0,2.22473421221121,trunc,L5,unknown,,,,,
LS_HFLUNG_trunc_2019-05-31-13-57-23-L2_0,trunc_2019-05-31-13-57-23-L2_0,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-05-31-13-57-23-L2_0.wav,ls,hflung_similarity_audit,19,val,ls_hflung_019_trunc_2019-05-31-13-57-23-L2_0.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_019_trunc_2019-05-31-13-57-23-L2_0.wav,0.0167945348826754,False,LS,trunc_2019-05-31-13-57-23-L2_0.wav,22.0,close_to_selected_ICBHI,1.0,2.2472569078424565,trunc,L2,unknown,,,,,
LS_HFLUNG_trunc_2019-06-30-11-43-25-L2_10,trunc_2019-06-30-11-43-25-L2_10,hflung_selected,/nas/home/pcallandrone/DeepLearning/dataset/raw/HF_Lung_V1/extracted/train/train/trunc_2019-06-30-11-43-25-L2_10.wav,ls,hflung_similarity_audit,20,val,ls_hflung_020_trunc_2019-06-30-11-43-25-L2_10.wav,/nas/home/pcallandrone/DeepLearning/dataset/HFLUNG_SELECTED_20X20_EXTERNAL_VAL_HS_UNSEEN_SELECTED/LS_HFLUNG_SELECTED/ls_hflung_020_trunc_2019-06-30-11-43-25-L2_10.wav,0.03755904875006042,False,LS,trunc_2019-06-30-11-43-25-L2_10.wav,23.0,close_to_selected_ICBHI,1.0,2.2581196760785773,trunc,L2,unknown,,,,,
