selected_id,source_id,output_file,output_path,split,rank_in_selected,source_kind,source_path,selection_mode,quality_score,target_sr,target_duration_sec,was_repeated_to_15s,crop_start_sec,record_id,label_raw,label_name,source_db,orig_sr,orig_duration_sec,raw_rms,raw_peak,raw_clip_ratio,raw_dc_offset,fixed_rms,fixed_peak,fixed_clip_ratio,crest_factor_db,zero_ratio,seg_count,seg_rms_min,seg_rms_p10,seg_rms_median,seg_rms_cv,bad_segment_count,max_segment_clip_ratio,max_segment_peak,heart_band_ratio_20_500,low_drift_ratio_0_20,high_noise_ratio_700_1800,very_high_noise_ratio_1000_1800,spectral_centroid_hz,passes_hard_quality,quality_error,score_rms,score_seg_p10,score_heart_band,score_seg_stability,score_low_drift,score_high_noise,score_zero,score_clip,score_centroid,score_crest,rank_in_class,target_class,expB_group,cluster_id,cluster_acoustic_profile,fixed_rms_after_write,was_repeated_to_15s_after_write,drift_ratio_0_20,very_low_ratio_20_80,s1s2_low_ratio_20_150,cardiac_mid_ratio_150_500,murmur_like_ratio_200_600,high_cardiac_ratio_300_800,broadband_ratio_500_1000,hf_noise_ratio_700_1800,very_hf_noise_ratio_1000_1800,low_to_mid_ratio_db,high_to_heart_ratio_db,spectral_centroid_hz_ac,spectral_bandwidth_hz_ac,spectral_rolloff85_hz_ac,spectral_flatness_20_1800_ac,spectral_contrast_mean,spectral_contrast_std,zcr_mean,zcr_std,seg_rms_mean,seg_rms_std,seg_peak_max,seg_peak_median,env_period_sec,env_period_hz,env_autocorr_peak,env_autocorr_peak_norm,cluster_size,usable_for_5train_3val,rank_in_cluster_selection,expE_origin,source_path_norm,selection_reason,easy_rank_global,expG_origin,spectral_bandwidth_hz,spectral_rolloff85_hz,spectral_flatness_20_1800
11,HSN011,hs_expEbase_HSN011_011.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSN011_011.wav,val,3.0,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01920.wav,normal_hard_quality_pool,0.7720956790123457,4000.0,15.0,False,0.0,e01920,-1,normal,training-e,2000.0,23.407,0.1687010165927004,0.9525182247161864,0.0,0.0150182107463479,0.1658078882993808,0.9606548547744752,0.0,15.25924386703428,0.0383166666666666,27.0,0.1501858467520269,0.1593316867572246,0.1663457580021113,0.040529382538825,0.0,0.0,0.9606548547744752,0.9903186995911528,0.0068940635611717,0.0015147924090119,4.316213678024846e-15,45.270815063529305,True,,0.8638888888888889,0.8867283950617284,0.9271604938271604,0.9712962962962964,0.9138888888888888,0.1416666666666666,0.8055555555555556,0.5688271604938272,0.4580246913580247,0.1645061728395061,3.0,normal,hs_normal,,normal,0.16580790269099127,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
12,HSN012,hs_expEbase_HSN012_012.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSN012_012.wav,val,6.0,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00550.wav,normal_hard_quality_pool,0.7675246913580246,4000.0,15.0,False,0.0,e00550,-1,normal,training-e,2000.0,37.477,0.1816730359108764,0.9579697847366332,0.0,0.0135117955505847,0.180897764531962,0.9303568601608276,0.0,14.22432728095874,0.0422333333333333,27.0,0.1601519468071713,0.1672823158029973,0.1816320518884769,0.054025766083753,0.0,0.0,0.9303568601608276,0.989967616887642,0.0078661535206627,0.0012114422854356,4.062980878113908e-15,43.71246184398097,True,,0.8907407407407407,0.903395061728395,0.9203703703703704,0.8858024691358025,0.903395061728395,0.175,0.7814814814814814,0.5688271604938272,0.4268518518518518,0.1166666666666666,6.0,normal,hs_normal,,normal,0.18089765915031816,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
13,HSN013,hs_expEbase_HSN013_013.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSN013_013.wav,val,9.0,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e01538.wav,normal_hard_quality_pool,0.7609537037037039,4000.0,15.0,False,0.0,e01538,-1,normal,training-e,2000.0,38.523,0.1778400023289278,0.9590391516685486,0.0,0.0131898522377014,0.177234208264611,0.912643313407898,0.0,14.235070529203446,0.0443333333333333,27.0,0.160257825782807,0.1617149536908363,0.1770530057702638,0.0573176080377511,0.0,0.0,0.912643313407898,0.9898949570758364,0.007953875154587,0.0010868791769893,5.0740681459427065e-15,43.7947517229208,True,,0.8817901234567901,0.8904320987654321,0.9185185185185184,0.8574074074074074,0.9027777777777778,0.1885802469135802,0.769753086419753,0.5688271604938272,0.4283950617283951,0.1179012345679012,9.0,normal,hs_normal,,normal,0.1772340362426302,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
14,HSN014,hs_expEbase_HSN014_014.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSN014_014.wav,val,12.0,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e02071.wav,normal_hard_quality_pool,0.7581296296296297,4000.0,15.0,False,0.0,e02071,-1,normal,training-e,2000.0,18.15,0.1694409969112,0.9518491625785828,0.0,0.0143491737544536,0.1700976184463601,0.9571338891983032,0.0,15.00548920475044,0.03915,27.0,0.1458337331593837,0.1596624610113522,0.1719322218366881,0.0509421485546383,0.0,0.0,0.9571338891983032,0.988456641151026,0.0084671171226581,0.0016856367442703,4.295915059755118e-15,45.3177271695284,True,,0.8709876543209877,0.8873456790123457,0.901851851851852,0.9108024691358024,0.8972222222222223,0.1317901234567901,0.8004629629629629,0.5688271604938272,0.4592592592592592,0.1506172839506173,12.0,normal,hs_normal,,normal,0.1700976143297258,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
15,HSN015,hs_expEbase_HSN015_015.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSN015_015.wav,val,15.0,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-e/e00223.wav,normal_hard_quality_pool,0.7499722222222223,4000.0,15.0,False,0.0,e00223,-1,normal,training-e,2000.0,17.62,0.1645439586163089,0.8902773857116699,0.0,0.0152773838490247,0.1648403472218661,0.8916873931884766,0.0,14.662982112869845,0.03775,27.0,0.1431390439942536,0.1519884895848865,0.1672090111295489,0.0536038874689283,0.0,0.0,0.8916873931884766,0.9879297757776416,0.0088326438032432,0.0017597618197463,4.71873898164162e-15,45.83512940114221,True,,0.8614197530864197,0.8728395061728395,0.895679012345679,0.8901234567901235,0.8904320987654321,0.1277777777777777,0.8098765432098766,0.5688271604938272,0.4728395061728395,0.1388888888888889,15.0,normal,hs_normal,,normal,0.1648403143580989,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
16,HSA_C2_001,hs_expEbase_HSA_C2_001_016.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_001_016.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0071.wav,,0.6424876543209875,,,False,,f0071,1,abnormal,training-f,,,,,,,0.1039427413865498,,,18.886569056222207,0.2122833333333333,,0.0880103430115716,0.0986916893828998,0.1045152505396999,0.0479922429465855,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.10394273531853361,False,0.0029159491778585,0.4072073258614185,0.7246039472227632,0.2438381416126881,0.1603832372292308,0.0877007015669432,0.0287628188855615,0.007907071174145,5.696763114133386e-15,4.729990557484422,-14.217640478707654,134.62810038562233,127.97981126329108,216.66666666666663,8.503760967481468e-07,26.35341764058876,21.81595746127669,0.0634578224946695,0.0280570094214205,0.1045004570963046,0.0050152113297943,0.914371371269226,0.8568797707557678,0.512,1.953125,0.8282758723748582,0.8282758723748582,33.0,True,1.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
17,HSA_C2_002,hs_expEbase_HSA_C2_002_017.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_002_017.wav,val,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0052.wav,,0.6310432098765433,,,False,,f0052,1,abnormal,training-f,,,,,,,0.1006837817853377,,,19.040992367337104,0.2254833333333333,,0.0876682084977587,0.0918849667128538,0.1004607774858695,0.0573912559673957,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.10068380702608513,False,0.0022482779106831,0.5150164790379184,0.7913178699251746,0.1845784398732986,0.1315623128675448,0.0650062831336499,0.0221343965897618,0.0060309853662055,6.254422685364875e-15,6.321700024421596,-15.396880306276495,116.61083774608512,117.04244941260356,194.2,7.982989279713722e-07,26.4975811843773,20.46429152062654,0.0590789079157782,0.0272128980912375,0.0998885060267974,0.0057327268233238,0.90159010887146,0.7973714470863342,0.864,1.1574074074074074,0.2884436749561917,0.2884436749561917,33.0,True,2.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
18,HSA_C2_003,hs_expEbase_HSA_C2_003_018.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_003_018.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0063.wav,,0.6237592592592592,,,False,,f0063,1,abnormal,training-f,,,,,,,0.0915305334937932,,,18.91588879540639,0.1493166666666666,,0.0764103622523018,0.0858621861067333,0.0919216393749352,0.0539188714921933,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.09153056410429243,False,0.0023754617327984,0.4282443057108632,0.7989436296904319,0.1741622687763633,0.1283104403546088,0.0677515147612082,0.0246226124967709,0.005617776191332,5.848755043275501e-15,6.615620647546358,-15.07572736061742,121.675389514947,118.0686615795756,191.46666666666667,8.6014952124347e-07,26.76486297942396,19.82046723193779,0.0604115305170575,0.0324064877193741,0.0911888849937707,0.0049168017768874,0.8079052567481995,0.7796890735626221,0.864,1.1574074074074074,0.6265511736477287,0.6265511736477287,33.0,True,3.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
19,HSA_C2_004,hs_expEbase_HSA_C2_004_019.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_004_019.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-c/c0019.wav,,0.619327160493827,,,False,,c0019,1,abnormal,training-c,,,,,,,0.10312910703961,,,19.85843051601061,0.1767833333333333,,0.0808870803405284,0.0834976434865007,0.1073510047477574,0.1258162597790339,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.10312664422046004,False,0.0046708718784873,0.1880806836005021,0.6394708214959979,0.3548213918169657,0.1550900761884563,0.0137028207675798,0.0012331863138764,0.0002874819760193,5.293148611557106e-15,2.5581093766593206,-28.154795484934013,134.9879956514876,64.74762496826729,201.6,2.8036157243881986e-07,25.588541607615,17.412303345508544,0.0553288246268656,0.0148002590199151,0.1040996853383388,0.0130974330660257,1.0146185159683228,0.8555252552032471,1.104,0.9057971014492752,0.1822973273141747,0.1822973273141747,33.0,True,4.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
20,HSA_C2_005,hs_expEbase_HSA_C2_005_020.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_005_020.wav,val,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0083.wav,,0.5759876543209876,,,False,,f0083,1,abnormal,training-f,,,,,,,0.0945232141785705,,,19.68129196808244,0.1950833333333333,,0.0834593267283777,0.0850404121536257,0.0918582531133997,0.0839880420985208,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.09452311962713776,False,0.0030307701300621,0.4293601239408689,0.7507240927006694,0.2226935305709028,0.1330312100800747,0.067241075442396,0.0237661999991523,0.007750898161681,5.569863023700482e-15,5.277727531288514,-14.897529803381556,126.6080294739537,118.95345708800777,196.9333333333333,9.078798940056364e-07,26.40726078707536,20.98164406270444,0.0560617670575692,0.0181408731930636,0.0942119689498684,0.0079126788227448,0.911177694797516,0.830631673336029,0.736,1.358695652173913,0.6650073645560588,0.6650073645560588,33.0,True,5.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
21,HSA_C2_006,hs_expEbase_HSA_C2_006_021.wav,/nas/home/pcallandrone/DeepLearning/dataset/EXP_G_40x40_SELECTED/HS_PHYSIONET_EXP_G_40x40/hs_expEbase_HSA_C2_006_021.wav,train,,hs,/nas/home/pcallandrone/DeepLearning/dataset/PHYSIONET_2016/training-f/f0050.wav,,0.5630987654320987,,,False,,f0050,1,abnormal,training-f,,,,,,,0.1124845602738681,,,18.48026414547185,0.199,,0.0927100292788567,0.095767319960958,0.1073107811822048,0.1145419207599399,,,,,,,,,,,,,,,,,,,,,,abnormal_cluster_2,hs_abnormal_cluster,2.0,murmur_like_high_cardiac_band,0.11248462502102884,False,0.0009825519538773,0.2869932686466887,0.6394216012854692,0.3214723664287045,0.2143302805993019,0.1102984774534503,0.0381731128346053,0.0130612407222622,6.238110031124601e-15,2.9864365658180336,-12.731142060645263,158.0239119834241,139.93342817854472,263.06666666666666,1.0021362012477474e-06,26.897160426984595,21.48434310354701,0.068221948294243,0.0214290639518051,0.1095671645684426,0.012550033493344,0.9442915916442872,0.930821657180786,0.48,2.083333333333333,0.8933098103319587,0.8933098103319587,33.0,True,6.0,base_B_CLUSTER_2,,,,base_EXP_E_25x30,,,
